state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
West Bengal,Paschim Medinipur,Dengue,1430,0,4,9,2018,22.3599134,87.41331448,0.6796600413,10,301.56
West Bengal,Paschim Medinipur,Dengue,1430,0,6,8,2018,22.3599134,87.41331448,1.318926098,6,0
Chandigarh,Chandigarh,Dengue,18,0,2,9,2018,30.72984395,76.78414567,0.3238669042,14,300.96
West Bengal,Nadia,Dengue,587,0,10,9,2018,23.48454125,88.55676307,0.531875786,10,301.28
West Bengal,Nadia,Dengue,419,0,14,9,2018,23.48454125,88.55676307,0.2905312603,0,297.98
Delhi,North Delhi,Dengue,48,0,10,8,2018,28.78722785,77.09809033,0.3807391615,8,306.72
Bihar,Muzaffarpur,Dengue,10,0,3,8,2018,26.1486581,85.34001282,1.147583181,2,0
Assam,Karbi-Anglong,Dengue,18,0,28,9,2018,26,93.5,0.498053236,36,300.72
Maharashtra,Beed,Dengue,10,1,17,9,2018,18.9918442,75.909784,0.02392114196,12,310.38
Maharashtra,Pune,Dengue,51,0,23,9,2018,18.521428,73.8544541,0.1302601564,16,304.7333334
Maharashtra,Satara,Dengue,39,0,6,8,2018,17.63612885,74.29827808,0.1002392496,6,302.07
Maharashtra,Wardha,Dengue,62,2,13,8,2018,20.82562315,78.6131455,0.8882798395,0,0
West Bengal,Nadia,Dengue,419,0,13,7,2018,23.48454125,88.55676307,0.3733149412,11,300.355
West Bengal,South 24 Parganas,Dengue,728,0,21,9,2018,22.5760669,88.42006758,0.5798968279,0,302.67
Nagaland,Mokokchung,Dengue,1,0,12,10,2018,26.4795861,94.51052755,0.2389401517,29,299.56
Rajasthan,Bikaner,Dengue,9,0,10,10,2018,28.0159286,73.3171367,0.0000749,5,317.8066666
Karnataka,Chamarajanagar,Dengue,24,0,24,9,2018,11.9346006,76.9328209,0.06568375134,14,305.012
West Bengal,Paschim Medinipur,Dengue,1568,0,14,8,2018,22.3599134,87.41331448,0.3791070026,5,301.16
Jharkhand,Dhanbad,Dengue,38,0,25,9,2018,23.7952809,86.4309638,0.4311538211,19,302.215
Rajasthan,Sri Ganganagar,Dengue,190,5,24,10,2018,29.9270556,73.8761519,0.001742356455,0,306.5
Uttar Pradesh,Auraiya,Dengue,103,3,19,10,2018,26.65573395,79.51504701,0.0012251311,8,304.7433334
Kerala,Malappuram,Dengue,50,0,4,10,2018,11.10684475,76.1099551,1.514968198,20,300.62
Maharashtra,Amravati,Dengue,17,0,25,10,2018,20.9521098,77.7333168,0.001005993219,10,310.9533334
Chhattisgarh,Bastar,Dengue,23,0,23,9,2018,19.11912825,81.82918649,1.282190319,25,298.89
Chhattisgarh,Bastar,Dengue,5,0,22,10,2018,19.11912825,81.82918649,0.001025961804,22,303.8333334
Chhattisgarh,Bastar,Dengue,64,0,23,8,2018,19.11912825,81.82918649,0.6504860088,8,298.52
Madhya Pradesh,Guna,Dengue,10,1,25,10,2018,24.5,77.5,0.001966974692,5,312.6333334
Rajasthan,Ganganagar,Dengue,126,4,11,10,2018,29.9049489,73.87929341,0.04742286749,7,305.8666666
West Bengal,Nadia,Dengue,479,0,7,9,2018,23.48454125,88.55676307,0.6185633373,10,300.285
Karnataka,Raichur,Dengue,12,0,16,11,2018,16.083333,77.166667,0.0000529,0,311.576
Telangana,Nizamabad,Dengue,591,2,8,11,2018,18.75,78.25,0.01685814589,0,305.088
Maharashtra,Nagpur,Dengue,15,0,18,9,2018,21.1498134,79.0820556,0.02259216238,21,305.1633334
Maharashtra,Nagpur,Dengue,18,1,23,8,2018,21.1498134,79.0820556,1.360221284,6,298.12
Maharashtra,Nagpur,Dengue,52,1,11,9,2018,21.1498134,79.0820556,0.6023674312,20,301.61
Maharashtra,Sholapur,Dengue,16,1,25,10,2018,17.6912883,75.8841635,0.01100644841,7,313.58
Maharashtra,Sholapur,Dengue,7,1,31,10,2018,17.6912883,75.8841635,0.007979888095,0,312.044
Maharashtra,Nashik,Dengue,14,3,5,10,2018,20.0112475,73.7902364,0.199977881,20,304.168
Jharkhand,Godda,Dengue,16,0,28,11,2018,24.74334305,87.29285062,0.000016,6,301.688
Maharashtra,Akola,Dengue,14,0,30,11,2018,20.76181225,77.19211567,0.0000666,8,307.208
Puducherry,Puducherry & Karaikal,Dengue,49,0,26,11,2018,10.9850622,79.8443779,0.7038467396,16,299.76
Bihar,Muzaffarpur,Dengue,47,0,8,10,2018,26.1486581,85.34001282,0.06130183414,0,303.596
Maharashtra,Pune,Dengue,51,0,4,10,2018,18.521428,73.8544541,0.3435667594,17,303.928
Bihar,Purnia,Dengue,32,0,28,11,2018,26,87.5,0.0000439,6,300.16
Maharashtra,Akola,Dengue,8,0,11,12,2018,20.76181225,77.19211567,0.01939602393,0,303.944
Chhattisgarh,Bastar,Dengue,5,0,26,11,2018,19.11912825,81.82918649,0.0000501,13,301.684
Jharkhand,Dhanbad,Dengue,10,0,29,11,2018,23.7952809,86.4309638,0.0000456,6,301.535
Maharashtra,Satara,Dengue,64,0,29,9,2018,17.63612885,74.29827808,0.1610027176,0,307.904
Tamil Nadu,Tiruvannamalai,Dengue,21,0,7,1,2017,12.22721295,79.07015555,0.001709245432,8,305.58
Tamil Nadu,Virudhunagar,Dengue,27,0,1,1,2017,9.5208936,77.8784564,0.03137469281,12,305.335
Tamil Nadu,Nagercoil,Dengue,12,0,22,12,2016,8.1880471,77.4290492,0.1764551993,16,304.98
Tamil Nadu,Ramanathapuram-Paramakudi,Dengue,65,0,11,1,2017,9.4684575,78.7462095,0.0001585142489,6,308.89
Tamil Nadu,Tirunelveli- Sankarankovil,Dengue,142,1,12,1,2017,8.7352443,77.6864945,0.0006228565076,15,305.964
Karnataka,Mandya,Dengue,65,0,9,1,2017,12.5238888,76.8961961,0.0000632,0,305.85
Karnataka,Chitradurga,Dengue,31,0,8,2,2017,14.2266443,76.4005122,0.0000669,4,311.9366666
Karnataka,Kolar,Dengue,48,0,9,2,2017,13.1367201,78.1337246,0.0001148005372,0,308.384
Tamil Nadu,Ramanathapuram,Dengue,13,0,21,2,2017,9.3895523,78.85907072,0,6,307.616
Tamil Nadu,Ramanathapuram-Paramakudi,Dengue,14,1,10,3,2017,9.4684575,78.7462095,0.2280513671,5,312.12
Tamil Nadu,Ramanathapuram- Paramakudi,Dengue,49,1,16,3,2017,9.4684575,78.7462095,0.2112541014,6,309.94
Tamil Nadu,Dindigul,Dengue,34,0,21,3,2017,10.3303299,78.06739791,0.1183955565,0,309.41
Tamil Nadu,Tiruvannamalai,Dengue,35,0,24,3,2017,12.22721295,79.07015555,0.04302942016,7,311.4933334
Andhra Pradesh,Chittoor,Dengue,63,0,4,3,2017,13.1601048,79.15555062,0.0002700199809,8,306.12
Tamil Nadu,Virudhunagar,Dengue,42,0,28,3,2017,9.5208936,77.8784564,0.0008606096731,7,316.94
Gujarat,Junagadh,Dengue,66,0,6,4,2017,21.5174104,70.4642754,0.0003740452705,0,318.252
Karnataka,Ballari,Suspected Dengue,58,0,2,4,2017,15.2485413,76.8323648,0.0000598,4,319.072
Karnataka,Raichur,Dengue,14,0,1,4,2017,16.083333,77.166667,0.0000711,5,319.64
Kerala,Ernakulam,Dengue,13,0,30,3,2017,9.98408,76.2741457,0.07724237517,0,304.17
Kerala,Kannur,Dengue,53,0,10,4,2017,11.8763836,75.3737973,0,22,303.92
Assam,Kamrup,Dengue,33,0,1,1,2017,26.12755515,91.29987148,0.01882134169,19,296.1033334
Kerala,Palakkad,Dengue,35,2,1,4,2017,10.78789845,76.47408711,0.08788491187,24,308.372
Kerala,Thrissur,Dengue,8,0,3,4,2017,10.5256264,76.2132542,0.1867733102,29,303.008
Karnataka,Bagalkot,Dengue,20,0,17,4,2017,16.1853166,75.6967919,0.0000912,4,320.128
Kerala,Kozhikode,Dengue,65,0,20,3,2017,11.2450558,75.7754716,0.176400478,0,0
Kerala,Kozhikode,Dengue,40,0,2,3,2017,11.2450558,75.7754716,0.009330689824,0,0
Maharashtra,Ratnagiri,Dengue,18,0,11,4,2017,17.2826079,73.4569787,0.0006183158999,12,312.8466666
Kerala,Ernakulam,Dengue,43,0,30,3,2017,9.98408,76.2741457,0.07724237517,0,304.17
Kerala,Kannur,Dengue,53,0,10,4,2017,11.8763836,75.3737973,0,22,303.92
Kerala,Palakkad,Dengue,64,2,1,4,2017,10.78789845,76.47408711,0.08788491187,24,308.372
Kerala,Thrissur,Dengue,36,0,3,4,2017,10.5256264,76.2132542,0.1867733102,29,303.008
Karnataka,Davangere,Dengue,26,0,17,4,2017,14.4679807,75.9195682,0.001408977287,5,314.34
Kerala,Kollam,Dengue,30,0,6,4,2017,8.8879509,76.5955013,0.2980428675,0,302.704
Karnataka,Tumkur,Dengue,13,0,27,4,2017,13.3400771,77.1006208,0.01111297589,6,313.744
Karnataka,Mandya,Dengue And Chikungunya,15,0,25,4,2017,12.5238888,76.8961961,0.1119295581,8,306.044
Kerala,Malappuram,Dengue,46,0,14,3,2017,11.10684475,76.1099551,0.3129664297,0,304.43
Kerala,Kozhikode,Dengue,32,0,6,4,2017,11.2450558,75.7754716,0.1561128919,0,0
Andhra Pradesh,Prakasam,Dengue,28,0,13,5,2017,15.6589741,79.47164373,0.06040740703,5,315.196
Kerala,Kollam,Dengue,42,0,1,5,2017,8.8879509,76.5955013,0.2176642748,0,303.808
Kerala,Kollam,Dengue,30,0,3,5,2017,8.8879509,76.5955013,0.2732531661,23,304.54
Kerala,Malappuram,Dengue,79,1,4,5,2017,11.10684475,76.1099551,0.6657383103,25,307.25
Karnataka,Chitradurga,Dengue,17,0,23,5,2017,14.2266443,76.4005122,0.0210387157,5,313.99
Kerala,Ernakulam,Dengue,14,0,22,5,2017,9.98408,76.2741457,0.9568227508,15,303.44
Kerala,Kozhikode,Dengue,65,0,24,5,2017,11.2450558,75.7754716,0.4024733048,0,0
Tamil Nadu,Nagapattinam,Dengue,23,0,28,5,2017,10.8056276,79.82465978,0.1958682632,9,313.82
Karnataka,Mandya,Dengue,60,0,1,5,2017,12.5238888,76.8961961,0.07972766786,0,311.21
Kerala,Malappuram,Dengue,29,0,24,4,2017,11.10684475,76.1099551,0.8016727413,22,306.2966666
Karnataka,Davanagere,Dengue,28,0,25,5,2017,14.4661266,75.9206361,0.09575843529,0,314.295
Kerala,Alappuzha,Dengue,8,0,2,6,2017,9.5006651,76.41241429,1.965705483,0,304.16
Tamil Nadu,Theni,Dengue,31,0,29,5,2017,9.9696643,77.47420049,0.1821434045,6,312.2333334
Gujarat,Gir Somnath,Dengue,12,0,24,5,2017,20.9911049,70.68806405,0.002096745091,0,315.6566666
Kerala,Thrissur,Dengue,11,0,12,5,2017,10.5256264,76.2132542,0.598148184,29,302.8266666
Tamil Nadu,Nagercoil,Dengue,18,0,21,4,2017,8.1880471,77.4290492,0.008152987262,8,314.472
Kerala,Malappuram,Dengue,65,0,14,3,2017,11.10684475,76.1099551,0.3129664297,0,304.43
Kerala,Malappuram,Dengue,35,0,24,4,2017,11.10684475,76.1099551,0.8016727413,22,306.2966666
Karnataka,Kalaburagi,Dengue,23,0,17,6,2017,17.166667,77.083333,1.934014285,0,0
Tamil Nadu,Tiruchirapalli,Dengue,19,0,16,6,2017,10.8219673,78.6830614,0.1358727892,5,312.3866666
Tamil Nadu,Tiruvannamalai,Dengue,13,0,13,6,2017,12.22721295,79.07015555,0.07761097603,7,0
Karnataka,Chikkaballapur,Dengue,12,0,17,6,2017,13.6102243,77.5127721,0.2772478729,0,307.2
Tamil Nadu,Salem,Dengue,18,0,19,6,2017,11.0600516,77.0679581,0.1453390936,7,308.7
Tamil Nadu,Tiruvannamalai,Dengue,26,0,21,6,2017,12.22721295,79.07015555,0.2974605853,8,313.32
Karnataka,Mandya,Dengue,28,0,13,6,2017,12.5238888,76.8961961,0.4289524388,6,300.18
Karnataka,Kalaburagi,Dengue And Chikungunya,35,0,17,6,2017,17.166667,77.083333,1.934014285,0,0
Jharkhand,Saraikela Kharsawan,Dengue,8,0,22,6,2017,22.7464225,85.91689291,1.191417932,16,309.2866666
Karnataka,Hassan,Dengue,16,0,29,6,2017,13.0070817,76.0992703,0.2201276374,5,303.6866666
Karnataka,Tumkur,Dengue And Chikungunya,30,0,23,6,2017,13.3400771,77.1006208,0.2539992495,5,300.9
Karnataka,Tumkur,Dengue,23,0,14,6,2017,13.3400771,77.1006208,0.3393581958,5,0
Kerala,Palakkad,Dengue,300,0,30,5,2017,10.78789845,76.47408711,0.6551171401,14,304.315
Kerala,Palakkad,Dengue,76,3,30,5,2017,10.78789845,76.47408711,0.6551171401,14,304.315
Karnataka,Davangere,Dengue,48,0,6,7,2017,14.4679807,75.9195682,0.1599315507,5,305.58
Madhya Pradesh,Sehore,Dengue,49,0,12,7,2017,23.1156882,77.06623939,0.181617011,0,309.16
Tamil Nadu,Sivaganga,Dengue,19,0,11,7,2017,9.851231,78.53047155,0.1272849679,0,311.7
Tamil Nadu,Tirunelveli,Dengue,37,0,15,7,2017,8.7284271,77.7112925,0.02591876574,3,309.56
Manipur,Churachandpur,Dengue,25,0,4,5,2017,24.378704,93.6970015,0.1300617482,53,301.3833334
Karnataka,Kalaburagi,Dengue,24,0,19,7,2017,17.166667,77.083333,1.271991719,0,302.2
Tamil Nadu,Tirunelveli,Dengue,37,1,17,7,2017,8.7284271,77.7112925,0.02525268231,3,0
Karnataka,Chikkaballapura,Dengue,21,0,8,7,2017,13.4358702,77.7312434,0.1297870661,6,304.36
Maharashtra,Thane,Dengue,56,0,2,5,2017,19.1943294,72.9701779,0.001320360972,7,318.0833334
Maharashtra,Thane,Dengue,89,0,29,4,2017,19.1943294,72.9701779,0.002979762189,7,318.384
Maharashtra,Thane,Dengue,86,1,3,1,2017,19.1943294,72.9701779,0.0000753,10,304.9466666
Assam,Nagaon,Dengue,82,0,29,7,2017,26.30414915,92.71605974,1.071144848,15,301.68
Telangana,Khammam,Dengue,26,0,24,7,2017,17.5,80.333333,0.8386162575,10,300.27
Manipur,Churachandpur,Dengue,29,1,4,5,2017,24.378704,93.6970015,0.1300617482,53,301.3833334
Karnataka,Chitradurga,Dengue,23,0,3,8,2017,14.2266443,76.4005122,0.0765415076,5,308.88
Madhya Pradesh,Sehore,Dengue,32,0,2,8,2017,23.1156882,77.06623939,1.105708936,10,0
Tamil Nadu,Madurai,Dengue,49,0,31,7,2017,9.9261153,78.1140983,0.05055837054,5,315.348
Puducherry,Karaikal,Dengue,32,0,24,7,2017,10.91571,79.8375761,0.01818876568,9,311.3
Telangana,RAJANNA SIRCILLA,Dengue,135,0,4,7,2017,18.452116,78.76455837,0.2563134841,0,0
West Bengal,Birbhum,Dengue,340,0,23,7,2017,24,87.583333,0.5813826903,4,306.4
West Bengal,North 24 Parganas,Dengue,387,0,1,8,2017,22.642931,88.8930579,0.6668045778,6,297.82
Karnataka,Tumkur,Dengue,56,0,17,8,2017,13.3400771,77.1006208,0.4341899025,4,0
Meghalaya,West Garo Hills,Dengue,126,0,7,6,2017,25.60631425,90.21139055,1.115118557,34,299.75
Maharashtra,Satara,Dengue,26,0,18,8,2017,17.63612885,74.29827808,0.1045410184,8,307.5133334
Madhya Pradesh,Morena,Dengue,18,0,11,8,2017,26.166667,77.5,0.7744701128,7,0
Tamil Nadu,Thiruvallur,Dengue,20,0,16,8,2017,13.13014755,79.92435386,0.4863094222,6,306.34
Telangana,Khammam,Dengue,42,0,14,8,2017,17.5,80.333333,0.5414964367,11,305.23
West Bengal,Purba Medinipur,Dengue,147,0,31,7,2017,22.06217445,87.83672383,1.59813157,5,0
West Bengal,Purba Medinipur,Dengue,65,0,18,8,2017,22.06217445,87.83672383,0.6258037772,5,0
Chandigarh,Chandigarh,Dengue,33,0,7,8,2017,30.72984395,76.78414567,1.805582248,14,0
Kerala,Palakkad,Dengue,617,4,30,5,2017,10.78789845,76.47408711,0.6551171401,14,304.315
West Bengal,North 24 Parganas,Dengue,680,0,1,8,2017,22.642931,88.8930579,0.6668045778,6,297.82
West Bengal,Birbhum,Dengue,383,0,23,7,2017,24,87.583333,0.5813826903,4,306.4
Karnataka,Haveri,Dengue,14,0,22,8,2017,14.7874825,75.3996731,0.5315619671,11,298.13
Karnataka,Udupi,Dengue,63,0,2,6,2017,13.3419169,74.7473232,1.017164019,0,302.715
West Bengal,North 24 Parganas,Dengue,757,0,1,8,2017,22.642931,88.8930579,0.6668045778,6,297.82
West Bengal,Purba Medinipur,Dengue,186,0,31,7,2017,22.06217445,87.83672383,1.59813157,5,0
West Bengal,Purba Medinipur,Dengue,90,0,31,7,2017,22.06217445,87.83672383,1.59813157,5,0
Chandigarh,Chandigarh,Dengue,77,0,7,8,2017,30.72984395,76.78414567,1.805582248,14,0
Karnataka,Tumkur,Dengue And Chikungunya,15,0,23,8,2017,13.3400771,77.1006208,0.3104545478,4,301.9
Manipur,Imphal West,Dengue,164,0,4,6,2017,24.757326,93.85847858,1.408557683,28,0
West Bengal,Birbhum,Dengue,383,0,23,7,2017,24,87.583333,0.5813826903,4,306.4
Telangana,Khammam,Dengue,16,0,4,9,2017,17.5,80.333333,0.1018610045,15,301.76
Himachal Pradesh,Solan,Dengue,10,0,25,8,2017,30.92589585,77.08200509,0.5833126291,34,295.9
Karnataka,Chikkaballapur,Dengue,95,0,31,7,2017,13.6102243,77.5127721,0.09972418158,6,306.624
Karnataka,Tumkur,Dengue And Chikungunya,32,0,17,8,2017,13.3400771,77.1006208,0.4341899025,4,0
Maharashtra,Sangli,Dengue,11,0,16,8,2017,17.1726928,74.58676543,0.1404045846,11,303.96
West Bengal,North 24 Parganas,Dengue,806,0,4,8,2017,22.642931,88.8930579,0.8237412199,0,295.91
West Bengal,Purba Medinipur,Dengue,104,0,18,8,2017,22.06217445,87.83672383,0.6258037772,5,0
Karnataka,Mandya,Dengue And Chikungunya,111,0,12,9,2017,12.5238888,76.8961961,0.5440129053,11,302.18
Karnataka,Shimoga,Dengue And Chikungunya,18,0,11,9,2017,13.9326093,75.574978,0.8462083696,17,299.5666666
Madhya Pradesh,Barwani,Dengue,18,0,12,9,2017,22.0333621,74.8978374,0.1689264483,20,303.185
Maharashtra,Aurangabad,Dengue,18,0,12,9,2017,19.877263,75.3390241,0.194173318,9,300.8533334
Goa,South Goa,Dengue,179,0,3,8,2017,15.21961365,74.1152813,0.6381093065,15,297.96
Karnataka,Tumkur,Dengue,30,0,4,9,2017,13.3400771,77.1006208,0.3467982571,6,307.41
Maharashtra,Nagpur,Dengue,5,0,15,9,2017,21.1498134,79.0820556,1.03122049,13,300.6
Tamil Nadu,Thiruvallur,Dengue,36,0,18,9,2017,13.13014755,79.92435386,0.3660471481,10,302.5
Assam,Kokrajhar,Dengue,4,1,10,9,2017,26.58687695,90.29293105,0.8524764544,24,297.36
West Bengal,Malda,Dengue And Chikungunya,493,0,9,7,2017,25.0057449,88.1398483,1.295882154,4,0
West Bengal,Nadia,Dengue,124,0,21,8,2017,23.48454125,88.55676307,0.9129071531,0,301.19
West Bengal,North 24 Parganas,Dengue,794,0,4,8,2017,22.642931,88.8930579,0.8237412199,0,295.91
West Bengal,North 24 Parganas,Dengue,834,0,4,8,2017,22.642931,88.8930579,0.8237412199,0,295.91
Maharashtra,Aurangabad,Dengue,25,0,23,9,2017,19.877263,75.3390241,0.7067947874,19,301.12
Maharashtra,Beed,Dengue And Chikungunya,25,0,25,9,2017,18.9918442,75.909784,0.9274560611,18,300.5466666
Maharashtra,Pune,Dengue,26,0,12,5,2017,18.521428,73.8544541,0.08747467339,6,317.99
Maharashtra,Pune,Dengue,8,1,29,7,2017,18.521428,73.8544541,0.8413701846,11,297.71
Maharashtra,Pune,Dengue,6,1,29,8,2017,18.521428,73.8544541,0.7018421244,0,300.3
Maharashtra,Pune,Dengue,40,0,19,8,2017,18.521428,73.8544541,0.2717663555,8,300.71
Maharashtra,Pune,Dengue,13,2,28,9,2017,18.521428,73.8544541,0.2811133351,19,302.6933334
Puducherry,Pondicherry,Dengue,55,0,18,9,2017,11.9340568,79.8306447,0.3985309936,11,293.86
Tamil Nadu,Madurai,Dengue,77,0,27,9,2017,9.9261153,78.1140983,0.01214871972,8,312.515
West Bengal,Nadia,Dengue,284,0,21,8,2017,23.48454125,88.55676307,0.9129071531,0,301.19
Maharashtra,Nagpur,Dengue,529,4,4,10,2017,21.1498134,79.0820556,0.01103535607,25,303.94
Tamil Nadu,Tiruvallur,Dengue,47,0,7,10,2017,13.1394221,79.9070839,0.7070288885,0,308.01
Delhi,South Delhi,Dengue,22,0,18,9,2017,28.4851694,77.1963652,0.001552962315,9,307.648
Maharashtra,Sangli,Dengue,58,0,19,8,2017,17.1726928,74.58676543,0.1312180516,11,302.52
Chandigarh,Chandigarh,Dengue,294,0,7,8,2017,30.72984395,76.78414567,1.805582248,14,0
Uttarakhand,Udham Singh Nagar,Dengue,9,0,9,10,2017,29.0480988,79.43131332,0.01370921104,35,298.8566666
Bihar,Muzaffarpur,Dengue,21,0,7,8,2017,26.1486581,85.34001282,1.236105823,7,302.76
Karnataka,Tumkur,Dengue And Chikungunya,31,0,2,10,2017,13.3400771,77.1006208,1.146909927,8,0
Maharashtra,Jalgaon,Dengue,8,0,30,9,2017,20.84288265,75.52612464,0.01302944824,0,303.832
Maharashtra,Thane,Dengue,7,1,23,9,2017,19.1943294,72.9701779,4.814444043,22,297.84
Chandigarh,Chandigarh,Dengue,327,0,7,8,2017,30.72984395,76.78414567,1.805582248,14,0
West Bengal,Nadia,Dengue,284,0,21,8,2017,23.48454125,88.55676307,0.9129071531,0,301.19
Assam,Dhubri,Dengue,7,0,9,10,2017,26.01894625,89.94188952,0.6171185581,20,301.412
Maharashtra,Nashik,Dengue,7,1,1,10,2017,20.0112475,73.7902364,0.07059878798,19,303.2533334
Nagaland,Dimapur,Dengue,2,0,9,10,2017,25.911744,93.721703,0.4452654229,36,300.3733334
Chandigarh,Chandigarh,Dengue,284,0,7,8,2017,30.72984395,76.78414567,1.805582248,14,0
West Bengal,Malda,Dengue And Chikungunya,735,0,9,7,2017,25.0057449,88.1398483,1.295882154,4,0
West Bengal,North 24 Parganas,Dengue,917,0,21,9,2017,22.642931,88.8930579,1.668240644,0,301.12
Karnataka,Chitradurga,Dengue And Chikungunya,29,0,25,10,2017,14.2266443,76.4005122,0.007614924707,14,302.028
Maharashtra,Beed,Dengue,50,2,19,10,2017,18.9918442,75.909784,0.1958354595,19,303.105
Assam,Goalpara,Dengue,27,0,14,8,2017,26.1783623,90.6226683,2.670809058,4,0
West Bengal,Nadia,Dengue,286,0,21,8,2017,23.48454125,88.55676307,0.9129071531,0,301.19
Jharkhand,East Singhbhum,Dengue,11,0,22,8,2017,22.8092139,86.2091549,0.6518985049,13,301.91
Maharashtra,Beed,Dengue,19,1,28,10,2017,18.9918442,75.909784,0.007478004264,16,305.9033334
Maharashtra,Parbhani,Dengue,14,0,2,11,2017,19.29031365,76.60290343,0.003007790252,13,306.928
Assam,Lakhimpur,Dengue,10,0,22,10,2017,27.0827158,93.9978423,0.4655475234,27,301.315
Jharkhand,East Singhbhum,Dengue,19,0,5,9,2017,22.8092139,86.2091549,0.7879642519,0,302.2266666
Jharkhand,East Singhbhum,Dengue,5,1,7,8,2017,22.8092139,86.2091549,0.8415595475,6,301.52
Jharkhand,East Singhbhum,Dengue,10,0,1,8,2017,22.8092139,86.2091549,0.8796223842,6,300.82
West Bengal,North 24 Parganas,Dengue,1305,0,21,9,2017,22.642931,88.8930579,1.668240644,0,301.12
West Bengal,Malda,Dengue,278,0,25,9,2017,25.0057449,88.1398483,0.6536106912,19,300.36
Maharashtra,Palghar,Suspected Dengue,7,1,7,11,2017,19.684661,72.82491116,0.0000838,15,304.9466666
Himachal Pradesh,Bilaspur,Suspected Dengue,32,0,23,10,2017,31.3380959,76.7611631,0.002334592571,0,298.2533334
Himachal Pradesh,Bilaspur,Suspected Dengue,13,0,23,10,2017,31.3380959,76.7611631,0.002334592571,0,298.2533334
Maharashtra,Satara,Dengue,23,0,14,10,2017,17.63612885,74.29827808,0.7514111837,8,303.64
Maharashtra,Satara,Dengue,28,0,14,10,2017,17.63612885,74.29827808,0.7514111837,8,303.64
Maharashtra,Thane,Dengue,24,3,9,10,2017,19.1943294,72.9701779,1.13654644,20,303.744
Jharkhand,Sahebganj,Dengue,20,0,2,11,2017,25.244263,87.6348084,0.04942020582,9,300.985
Maharashtra,Ahmednagar,Dengue,10,1,8,11,2017,19.1627725,74.8580243,0.0000774,0,304.8166666
Sikkim,Singtam,Dengue,60,0,4,10,2017,27.2319975,88.4970841,1.200161459,37,280.68
Maharashtra,Kolhapur,Dengue,1,1,21,11,2017,16.7028412,74.2405329,0.05927338315,9,305.87
Maharashtra,Jalgaon,Suspected Dengue And Chikungunya,49,1,10,11,2017,20.84288265,75.52612464,0.0000834,11,306.5933334
Maharashtra,Kolhapur,Dengue,4,1,14,11,2017,16.7028412,74.2405329,0.0000257,10,306.3333334
Maharashtra,Pune,Dengue,3,1,6,11,2017,18.521428,73.8544541,0.0000691,18,304.3333334
Maharashtra,Pune,Dengue,1,1,28,10,2017,18.521428,73.8544541,0.0572075111,14,305.648
Maharashtra,Satara,Dengue,18,0,1,10,2017,17.63612885,74.29827808,0.2448074611,13,305.295
Maharashtra,Satara,Dengue,16,0,27,10,2017,17.63612885,74.29827808,0.04106051663,12,306.124
Maharashtra,Beed,Dengue,6,0,30,11,2017,18.9918442,75.909784,0.0000952,10,305.3933334
Bihar,Samastipur,Dengue,9,0,10,9,2017,25.7744929,85.86626813,0.1336311033,12,302.176
Maharashtra,Palghar,Dengue,20,0,13,11,2017,19.684661,72.82491116,0.00003,13,305.14
Maharashtra,Sindhudurg,Dengue,6,0,12,12,2017,16.1357193,73.6522086,0.03444098766,21,300.792
Rajasthan,Nagaur,Dengue,30,0,4,10,2017,27.0607859,74.17667538,0.000044,5,319.6533334
Lakshadweep,Minicoy,Dengue,25,0,21,12,2015,8.295235,73.06483943,0,56,0
Tamil Nadu,Ramanathapuram,Dengue,5,0,12,1,2016,9.3895523,78.85907072,0,13,301.76
Himachal Pradesh,Solan,Dengue,151,2,7,9,2015,30.92589585,77.08200509,0.03760034753,36,297.87
Lakshadweep,Kavaratti,Dengue,11,0,21,12,2015,10.55905,72.6365688,0,7,0
Tamil Nadu,Tirunelveli- Sankarankovil,Dengue,28,1,20,1,2016,8.7352443,77.6864945,0.0001528329676,18,301.7266666
Lakshadweep,Kavaratti,Dengue,11,0,21,12,2015,10.55905,72.6365688,0,7,0
Kerala,Malappuram,Dengue,13,0,10,12,2015,11.10684475,76.1099551,0.2690884813,0,297.8133334
Tamil Nadu,Tirunelveli,Dengue,32,1,20,1,2016,8.7284271,77.7112925,0.0001528329676,18,301.7266666
Karnataka,Belgaum,Dengue,5,0,3,2,2016,15.8572666,74.5069343,0.0000565,6,308.964
Kerala,Palakkad,Dengue,25,1,4,1,2016,10.78789845,76.47408711,0.0000566,31,301.824
Tamil Nadu,Tirunelveli,Dengue,13,1,2,2,2016,8.7284271,77.7112925,0.007543587547,0,300.14
Maharashtra,Kolhapur,Dengue,7,1,12,2,2016,16.7028412,74.2405329,0.0000473,5,307.5966666
Maharashtra,Pune,Dengue,22,0,8,1,2016,18.521428,73.8544541,0.0000219,0,303.364
Tamil Nadu,Tirunelveli,Dengue,13,1,2,2,2016,8.7284271,77.7112925,0.007543587547,0,300.14
Tamil Nadu,Virudhunagar,Dengue,19,0,3,2,2016,9.5208936,77.8784564,0.0004432805844,8,305.364
Karnataka,Udupi,Dengue,7,0,12,3,2016,13.3419169,74.7473232,0.0203458745,0,304.88
Madhya Pradesh,Sehore,Dengue,142,0,28,3,2016,23.1156882,77.06623939,0.06965587465,0,316.6833334
Maharashtra,Beed,Dengue,11,1,29,2,2016,18.9918442,75.909784,0.02412643043,4,314.62
